Total,Demographic Pressures,Refugees and IDPs,Group Grievance,Human Flight,Uneven Development,Poverty and Economic Decline,Legitimacy of the State,Public Services,Human Rights,Security Apparatus,Factionalized Elites,External Intervention,Air Quality Index,Happiness Index,Global Warming Index,Global Peace Index,Technology Usage Index,Global Slavery Index
132.7,7.0,8.6,9.4,6.9,8.4,5.3,8.5,6.1,8.6,8.0,9.5,6.8,9.7,7.2,5.2,4.8,6.1,6.6
132.0,8.5,8.0,7.1,5.8,7.3,7.9,8.8,8.7,6.8,8.3,8.3,9.3,7.1,7.2,6.3,3.8,7.0,5.6
131.2,8.9,6.2,5.5,6.3,8.5,8.0,7.7,8.7,6.4,7.0,7.3,8.0,8.9,7.0,6.2,3.6,9.1,7.8
131.1,8.3,6.8,6.1,7.4,6.5,8.3,8.5,8.4,8.9,7.7,8.1,8.5,7.0,5.6,7.5,4.4,7.1,5.9
130.5,8.9,7.3,8.2,6.8,7.4,7.0,7.1,7.8,8.2,5.8,8.4,8.0,7.8,7.9,6.0,4.4,7.4,5.9
130.4,8.9,7.5,6.5,8.0,8.5,8.0,7.7,8.8,6.7,6.0,7.9,7.6,6.7,7.7,6.4,3.8,6.6,7.1
129.4,7.7,5.6,7.2,7.6,6.8,7.2,8.5,8.4,8.0,6.2,8.0,7.4,8.9,6.9,6.0,4.6,8.9,5.6
128.6,7.6,6.5,8.3,7.0,7.6,7.6,9.0,6.0,8.0,8.0,8.3,7.9,7.7,6.6,4.7,4.6,7.3,5.9
128.6,7.3,5.7,7.4,6.3,8.2,6.8,8.4,6.0,9.0,8.5,8.7,6.0,8.5,6.6,5.5,4.6,8.6,6.5
126.8,7.7,5.9,7.2,6.0,6.8,7.4,8.9,6.9,8.5,7.4,8.6,7.0,8.9,6.9,5.5,4.4,8.3,4.6
125.5,8.1,6.5,5.4,7.0,7.9,8.0,8.0,8.5,7.7,7.3,7.8,7.1,7.3,6.5,6.4,3.8,6.7,5.4
125.5,8.2,6.8,7.8,5.5,6.5,7.3,7.3,7.9,7.0,7.9,7.9,7.9,5.3,5.5,6.8,4.8,9.7,5.4
125.4,7.4,4.5,6.9,7.4,9.1,6.4,7.5,8.7,6.3,6.6,7.1,6.4,7.9,6.6,6.8,4.2,8.2,7.5
124.9,8.6,6.6,6.2,5.9,8.8,4.5,8.5,8.2,7.5,6.2,7.0,6.7,7.7,6.1,6.5,4.2,7.6,8.2
124.5,6.5,8.5,8.7,6.6,6.8,5.7,7.0,5.8,6.6,8.7,8.8,8.0,7.4,6.5,4.8,5.2,7.4,5.5
124.5,5.6,8.5,8.7,6.3,7.4,5.8,8.3,5.8,8.6,7.5,7.9,5.5,8.6,6.0,5.7,4.6,8.2,5.5
124.3,7.1,6.4,8.3,5.7,7.4,6.5,8.6,5.9,8.3,6.8,8.0,7.8,8.4,5.5,5.1,4.0,8.4,6.1
124.1,6.6,6.9,7.8,6.8,8.2,6.9,6.6,6.9,7.6,6.2,7.5,7.0,8.7,5.5,5.5,3.4,8.8,7.2
124.1,6.7,8.7,7.5,7.9,8.6,4.1,7.5,5.6,7.2,7.5,8.0,7.7,6.1,6.6,4.6,5.4,6.6,7.8
123.5,6.1,7.9,8.5,6.7,7.0,5.4,9.1,5.6,9.0,8.6,9.2,7.0,3.7,6.3,4.9,4.8,8.1,5.5
123.3,8.3,4.6,5.2,4.9,7.8,7.6,7.1,8.6,6.0,6.8,8.0,8.3,6.4,6.5,6.4,4.4,9.7,6.6
122.7,8.5,2.7,6.6,7.2,9.1,4.5,9.6,8.1,9.4,8.1,8.2,6.0,5.1,6.1,6.1,4.0,5.3,8.0
122.4,7.3,6.5,7.2,6.7,7.1,5.6,8.3,6.1,7.3,8.3,8.5,6.1,7.2,6.9,5.3,5.2,7.3,5.5
122.1,7.2,4.6,7.7,6.4,8.9,6.5,6.8,7.1,6.3,6.5,8.0,6.9,7.1,7.2,5.5,4.0,7.3,8.1
121.9,7.6,5.8,6.5,6.8,5.7,7.2,8.0,7.7,8.5,7.1,8.6,7.2,7.9,5.4,5.9,3.4,8.4,4.2
121.8,8.1,7.1,3.9,6.6,7.2,7.9,6.7,8.5,5.7,6.0,5.0,7.3,8.5,7.9,6.4,4.4,8.6,6.0
121.8,8.9,7.6,5.7,6.8,7.3,7.7,7.6,7.8,6.1,5.3,5.8,7.3,6.0,6.6,5.9,3.6,9.3,6.5
120.7,6.9,4.9,6.0,7.2,8.2,7.3,7.3,7.3,6.0,6.2,6.8,7.1,8.6,5.9,5.5,4.0,8.6,6.9
119.1,5.8,7.9,7.5,5.4,6.9,5.5,7.7,5.7,7.2,7.0,7.8,7.5,8.4,4.2,4.9,4.8,8.7,6.1
118.7,8.1,7.4,6.1,5.8,6.3,7.4,6.5,8.6,6.2,5.5,6.0,7.4,6.9,7.1,5.9,3.8,7.8,5.8
118.5,7.9,6.4,4.0,6.5,6.6,7.1,7.5,7.0,7.5,6.1,6.8,7.5,8.1,6.2,6.5,3.8,8.1,4.9
118.4,7.4,6.6,6.6,6.9,7.5,6.4,6.7,6.5,6.3,7.1,7.0,6.5,7.6,6.5,5.2,4.0,7.0,6.5
118.3,7.8,7.2,6.2,5.2,6.8,6.0,7.2,7.2,7.0,6.2,7.5,8.3,7.3,5.4,6.3,3.8,7.9,4.9
117.6,8.0,5.0,8.2,6.2,8.5,5.4,5.8,7.2,5.9,7.8,6.8,4.5,7.4,5.0,5.6,5.2,8.0,7.2
117.0,6.8,7.6,9.6,3.8,7.8,4.3,7.3,6.5,7.9,7.0,8.1,7.8,8.9,5.6,3.5,5.8,2.9,5.9
116.7,7.3,5.6,6.9,6.5,7.7,6.5,6.8,6.9,6.9,7.6,6.0,5.3,7.8,4.9,5.5,4.8,7.4,6.2
116.1,7.6,3.9,5.3,6.6,8.1,7.0,7.3,6.6,6.3,6.5,6.3,6.9,4.4,7.7,5.7,4.6,8.3,7.1
115.7,5.9,6.4,6.9,7.1,7.7,6.3,7.5,7.2,5.7,7.0,8.2,6.3,4.2,6.1,5.3,4.2,7.7,6.0
115.3,9.0,4.0,4.6,7.7,7.4,8.2,7.6,8.6,7.0,7.1,5.6,6.7,5.4,6.2,6.2,3.6,5.4,4.9
115.0,5.0,6.8,8.4,5.9,6.8,5.2,7.6,5.0,6.1,7.0,9.2,8.0,6.3,4.8,4.8,3.8,8.5,5.9
114.4,6.4,6.6,8.0,4.4,7.2,4.0,8.4,5.0,7.3,7.6,8.5,4.9,9.3,6.2,4.2,4.4,6.0,6.0
114.1,9.0,4.6,5.0,6.8,6.1,8.1,6.9,8.2,6.0,5.5,7.0,7.2,6.1,6.2,6.2,3.8,6.5,4.9
113.9,6.4,6.1,7.8,5.7,6.8,5.2,7.1,6.1,7.5,7.2,6.8,5.3,6.4,6.6,5.4,4.8,6.3,6.3
113.8,8.8,5.3,6.0,7.3,6.7,7.8,5.5,8.2,4.9,7.1,4.5,7.2,2.1,6.5,6.3,4.4,9.6,5.6
113.8,6.1,4.4,6.6,7.5,6.5,6.7,7.6,6.3,6.5,7.8,8.0,7.2,6.2,5.8,4.8,3.8,6.8,5.2
113.5,6.4,3.6,5.9,8.4,7.4,6.4,6.5,5.5,5.0,6.3,5.1,6.0,7.8,7.7,5.7,4.2,8.7,6.8
113.3,5.8,7.5,8.0,5.5,6.9,6.0,8.4,6.0,6.9,7.9,9.0,8.5,1.2,5.5,4.3,5.2,5.7,5.0
113.2,6.5,4.2,6.6,5.1,7.1,6.0,8.4,6.7,8.7,7.5,7.7,5.2,6.2,4.6,6.0,4.4,6.2,6.1
113.0,5.9,3.9,7.6,6.9,7.7,7.0,8.6,5.5,6.5,7.0,7.9,6.6,7.5,5.0,5.1,0.0,7.6,6.7
112.8,7.6,6.4,6.3,6.0,7.2,6.5,5.9,7.8,6.2,6.3,4.5,6.1,7.5,5.5,6.1,4.0,6.9,6.0
112.4,8.2,6.2,7.9,5.6,8.6,4.4,7.9,6.6,8.8,5.7,6.9,3.3,8.9,5.0,4.2,4.2,2.8,7.2
112.1,7.2,5.6,5.3,7.1,8.5,6.3,4.4,6.7,5.5,5.5,3.5,6.2,8.6,6.6,5.6,3.8,8.6,7.2
110.7,5.9,1.9,6.5,5.5,8.3,5.9,7.9,5.5,6.4,6.4,7.7,4.5,8.4,5.6,5.0,4.0,8.4,6.9
110.7,7.6,5.3,5.8,7.1,7.6,6.3,6.5,6.9,6.7,7.0,4.3,4.9,5.2,5.4,5.2,4.4,8.2,6.2
110.7,7.5,4.0,5.3,6.6,5.8,7.6,8.0,8.2,6.6,7.5,8.0,8.7,5.6,4.8,6.4,0.0,5.5,4.5
110.4,6.3,3.6,6.8,4.5,6.3,6.2,8.8,5.8,8.0,6.3,8.0,7.0,6.7,5.5,3.7,4.6,6.8,5.5
110.2,6.5,4.2,6.1,6.5,7.7,6.0,6.6,5.8,5.9,7.9,5.2,6.7,6.4,6.1,4.5,4.8,7.2,6.1
109.5,7.3,4.3,4.2,8.3,6.3,6.3,6.9,6.9,5.7,5.7,5.7,8.2,8.2,6.8,5.1,0.0,8.0,5.6
109.3,6.7,5.0,5.7,5.7,6.2,6.1,7.5,6.4,7.7,6.0,6.9,6.1,7.5,4.8,5.2,3.4,7.5,4.8
109.0,6.8,6.2,3.3,6.1,7.9,5.5,7.5,6.7,6.7,5.7,7.1,5.8,5.8,6.5,5.5,4.2,5.8,5.9
108.8,6.3,5.4,5.1,6.9,6.3,6.0,6.6,5.3,7.4,6.9,6.9,7.5,6.2,5.5,5.1,4.0,6.2,5.2
108.0,6.1,4.1,6.8,6.7,8.0,5.1,6.6,6.1,5.2,7.2,6.6,5.1,4.2,7.1,4.8,4.2,7.9,6.2
107.8,6.0,4.8,7.0,6.4,7.3,6.1,7.5,5.8,7.4,7.0,7.3,5.5,4.2,5.5,5.2,4.8,4.0,5.9
107.8,7.1,4.3,4.8,7.3,6.2,6.9,6.9,7.0,4.9,5.8,6.3,6.9,7.9,5.8,6.2,0.0,8.0,5.4
107.4,6.0,5.8,7.5,3.2,7.0,3.4,7.9,4.2,8.9,7.5,7.9,5.9,8.2,5.6,4.4,4.4,3.8,5.9
107.4,9.2,4.6,3.9,5.9,6.5,7.8,8.5,7.5,8.2,6.6,7.0,6.9,3.2,4.1,6.1,4.0,3.2,4.2
107.1,7.9,4.5,6.8,5.1,8.0,7.6,7.9,8.1,6.5,6.7,8.0,8.8,2.5,3.5,6.5,0.0,2.9,5.9
107.1,6.4,6.5,6.4,6.4,7.5,6.0,6.9,6.6,6.4,5.9,6.3,4.9,2.5,5.5,5.1,3.8,7.4,6.5
106.1,6.3,5.1,7.6,5.7,7.6,4.6,7.8,5.3,8.1,7.2,7.8,4.6,3.8,4.9,3.7,6.0,4.5,5.5
106.0,6.5,5.5,6.1,7.9,7.5,5.6,5.8,6.8,6.3,5.8,6.8,6.2,3.6,6.6,5.2,4.2,3.6,5.9
105.5,5.9,6.0,8.3,4.5,7.4,5.5,5.9,5.7,5.2,4.0,7.5,5.6,9.4,4.8,4.1,4.8,4.9,6.0
105.5,6.4,7.6,6.7,4.7,6.9,5.8,5.7,4.9,6.8,6.0,6.3,6.8,5.4,5.5,4.9,3.8,5.8,5.5
105.3,5.3,6.4,7.5,5.0,6.5,5.7,6.5,4.9,5.3,6.5,8.0,6.8,3.4,6.4,4.4,4.2,7.1,5.5
105.0,7.0,2.7,4.8,8.3,6.6,5.9,6.2,4.7,4.2,5.5,5.1,8.6,8.9,6.9,5.3,0.0,8.6,5.8
105.0,8.4,6.7,5.9,4.1,8.2,5.3,5.5,5.5,4.6,4.5,5.9,3.0,9.3,6.6,4.7,4.6,6.3,6.0
104.3,5.5,6.6,6.0,6.6,6.2,5.3,6.6,5.0,6.5,5.2,7.0,5.8,6.9,4.8,4.4,4.6,5.5,5.8
104.1,6.8,5.5,5.5,7.6,6.3,6.1,4.8,7.7,4.5,3.0,4.2,5.6,7.8,6.9,5.2,3.6,7.8,5.1
103.6,5.5,4.6,6.0,3.9,6.9,4.6,7.3,4.3,8.3,5.9,7.0,4.4,7.5,3.2,5.6,5.6,7.5,5.5
102.7,6.2,3.4,4.3,6.7,6.2,6.3,6.5,5.9,5.3,6.3,3.7,6.3,6.8,6.2,5.0,4.4,7.8,5.4
101.8,5.5,3.4,5.6,5.2,6.6,5.0,7.2,5.3,7.7,7.0,6.8,4.8,5.8,4.5,4.6,3.6,7.6,5.6
101.3,6.1,3.5,6.5,4.5,8.5,3.9,5.9,5.8,5.1,6.5,4.9,3.9,7.6,5.4,4.6,4.0,6.9,7.7
100.6,6.0,3.5,6.1,7.0,7.5,6.1,6.1,4.9,5.6,5.8,5.8,6.7,6.3,6.9,5.2,0.0,6.0,5.1
99.5,6.7,5.4,4.4,7.0,6.8,5.7,6.0,5.8,3.8,5.5,4.3,6.3,7.4,5.9,5.3,0.0,7.4,5.8
99.4,7.1,3.5,4.2,8.0,7.2,6.7,6.3,6.9,2.5,5.4,5.6,8.5,6.8,3.9,4.6,0.0,7.0,5.2
98.8,5.3,3.1,6.5,6.3,5.9,6.0,7.4,4.1,5.5,4.0,8.0,6.8,5.4,5.8,4.5,4.0,6.2,3.9
98.7,4.5,4.6,7.4,6.7,6.8,6.2,6.7,4.2,5.0,6.0,6.7,6.2,4.2,5.6,4.2,4.0,4.2,5.5
97.5,5.1,3.9,6.2,4.1,7.8,3.4,7.7,3.2,6.7,5.6,7.4,4.7,7.9,4.8,4.3,0.0,7.9,6.8
97.2,5.8,3.2,3.9,8.0,6.5,5.7,6.2,4.2,4.3,5.3,5.6,7.7,8.6,5.9,4.4,0.0,8.5,3.4
97.2,8.9,6.4,4.5,5.6,7.4,6.3,5.0,6.0,5.0,4.1,3.3,5.4,3.3,7.0,5.1,3.4,3.3,7.2
95.6,5.5,3.8,6.0,3.8,5.9,6.2,7.2,5.1,6.9,6.2,7.7,5.9,3.2,5.0,3.9,4.2,4.3,4.8
95.6,6.0,5.9,4.9,6.8,5.0,6.7,7.4,6.9,7.0,5.7,7.6,5.8,3.0,4.8,5.1,0.0,3.0,4.1
95.6,4.4,4.4,7.6,5.3,7.3,5.0,5.0,3.3,3.3,5.3,7.9,8.8,2.5,7.5,3.5,4.0,4.4,6.1
94.8,5.5,3.1,5.1,6.8,5.4,5.9,6.4,5.0,5.0,5.4,6.3,6.3,4.3,6.8,4.6,3.8,4.0,5.2
93.2,5.3,3.2,4.7,7.7,6.9,4.5,5.5,4.9,5.1,5.5,5.6,4.8,3.9,5.5,4.5,4.2,6.5,4.9
92.4,6.0,4.8,6.7,4.2,6.7,4.9,6.0,5.1,6.9,6.0,6.4,5.0,1.9,6.2,3.9,3.0,3.6,5.1
91.9,5.5,1.6,4.0,1.9,6.2,5.3,5.9,5.6,6.0,5.0,5.5,7.1,8.1,4.5,4.7,3.8,5.6,5.6
90.7,6.0,3.9,4.6,4.9,7.4,4.9,4.6,5.2,4.5,5.7,2.5,3.6,5.1,7.7,4.6,3.6,5.4,6.5
89.5,4.5,2.9,6.8,3.1,6.0,3.4,6.9,2.7,5.9,4.8,6.6,5.3,7.3,4.8,4.7,4.8,3.4,5.5
87.5,5.1,3.8,4.9,4.3,5.9,4.0,5.7,2.9,6.2,4.5,7.2,5.0,5.5,4.5,4.6,3.4,5.9,4.1
86.9,4.1,3.6,4.3,5.5,5.7,5.3,5.9,4.6,4.3,4.9,5.3,5.5,5.5,3.8,3.8,3.6,6.7,4.5
86.9,5.1,3.2,6.0,5.0,5.8,5.8,5.9,4.5,4.0,4.1,5.2,5.2,3.1,5.9,4.2,3.4,6.4,4.1
86.7,5.8,3.9,4.8,4.9,6.6,5.4,6.8,4.1,5.8,6.1,5.7,7.1,1.8,5.4,4.5,0.0,2.4,5.6
86.4,5.2,3.0,4.1,7.6,5.9,5.1,5.8,4.3,4.5,4.9,3.7,5.8,6.2,3.5,4.7,0.0,6.7,5.4
84.8,5.1,4.3,4.1,4.1,6.5,4.9,3.5,4.2,3.0,2.5,3.5,4.9,7.4,4.6,4.5,3.4,8.7,5.5
80.6,4.4,2.6,4.9,3.5,6.0,4.4,4.0,3.5,4.0,2.7,3.0,3.8,7.5,5.0,4.5,3.8,7.8,5.2
80.0,4.5,4.5,6.4,2.4,4.1,5.2,4.3,3.6,5.0,4.8,6.2,5.3,4.3,3.5,4.2,4.2,4.3,3.2
79.9,4.3,5.5,5.5,4.9,5.0,5.9,4.4,3.4,4.3,4.4,4.7,5.0,2.1,3.8,3.9,3.4,5.3,4.1
79.0,4.2,3.9,4.9,4.8,5.7,5.8,5.3,3.9,3.6,3.3,4.3,4.4,5.3,4.5,3.6,3.6,3.7,4.1
78.7,5.8,2.8,4.4,6.2,6.2,4.8,5.2,4.2,3.2,4.3,4.5,4.9,3.4,4.4,4.5,0.0,4.0,5.8
77.6,4.1,2.8,4.6,3.0,5.4,4.2,6.5,3.3,5.7,3.0,3.6,4.1,8.7,4.1,4.1,3.4,3.2,3.8
74.0,4.2,2.7,4.9,3.1,5.0,3.7,6.0,2.3,5.0,3.0,5.0,4.6,6.2,3.9,4.3,2.8,3.3,4.0
73.9,4.1,2.6,4.5,4.4,4.3,5.1,4.9,3.8,3.1,3.8,2.5,4.3,5.4,3.3,3.8,3.8,6.8,3.3
73.7,3.6,3.5,5.3,3.2,4.1,4.2,4.7,2.8,3.1,4.9,4.4,2.0,8.2,4.8,3.4,3.6,4.8,3.1
73.6,4.3,3.5,3.5,5.6,4.7,4.3,4.2,3.3,3.5,2.5,3.6,3.9,7.9,4.9,3.2,3.0,4.5,3.3
73.2,4.3,2.9,4.4,6.8,6.3,5.0,3.9,2.9,2.5,4.2,4.2,5.4,3.8,3.5,3.9,0.0,3.3,5.9
71.5,3.3,3.0,3.7,4.5,2.3,2.2,3.7,2.2,2.6,1.7,3.6,6.0,9.5,2.5,6.4,3.6,9.5,1.2
70.9,3.1,3.1,3.5,4.5,5.5,5.4,5.4,3.7,3.0,2.5,4.7,4.3,3.2,3.3,3.6,3.0,5.1,4.0
69.7,5.1,1.5,3.0,1.5,3.0,3.8,5.9,4.4,6.9,5.3,6.3,2.4,2.4,2.9,4.4,3.4,5.2,2.1
67.9,4.1,3.2,3.7,4.6,5.7,5.3,3.6,2.9,3.1,2.5,2.8,3.8,4.2,3.5,3.4,3.6,3.4,4.4
66.7,4.1,3.9,5.4,4.5,4.9,4.3,4.1,2.9,3.0,2.9,5.5,3.9,2.4,2.0,3.2,3.6,3.0,3.2
66.5,3.4,5.4,4.0,4.4,4.1,4.1,3.7,2.9,3.4,3.7,2.0,4.4,1.5,4.0,3.9,0.0,9.1,2.6
66.1,3.3,1.6,3.5,3.0,5.4,4.5,4.7,3.9,3.5,3.6,3.2,4.0,2.4,3.2,4.1,3.0,5.0,4.2
64.7,3.0,2.8,3.8,4.0,3.8,4.6,3.7,3.9,3.0,2.1,3.8,3.8,3.6,3.0,3.1,2.6,7.8,2.3
63.7,3.9,1.7,2.4,5.3,4.7,3.8,2.5,3.3,2.5,3.7,2.7,3.9,6.8,3.0,4.0,3.0,4.6,1.9
62.8,3.8,2.3,5.0,5.1,5.2,4.6,3.9,3.6,3.6,2.3,3.7,3.9,1.4,2.0,3.6,3.2,1.4,4.0
62.4,5.0,3.0,3.5,2.8,5.0,4.6,2.1,4.3,3.3,2.5,1.4,3.3,4.7,1.9,3.4,3.4,4.2,4.1
61.6,3.3,2.9,6.0,1.9,4.7,4.5,2.1,2.4,2.6,4.9,5.6,2.2,3.2,1.8,3.3,3.2,4.0,3.0
53.3,3.1,1.7,3.1,3.6,4.7,3.7,3.0,2.8,2.8,3.0,1.1,2.9,3.0,2.1,2.8,2.8,4.1,3.0
53.0,3.3,2.8,5.9,1.8,4.9,3.5,1.6,1.9,2.5,1.9,1.9,2.0,4.9,1.5,2.6,3.4,3.1,3.5
51.7,2.5,2.1,4.4,1.6,4.4,3.6,2.7,2.5,1.6,2.0,4.0,2.6,3.1,1.9,3.1,2.8,3.0,3.8
50.7,2.9,4.2,4.7,2.6,4.4,2.9,1.9,2.0,2.0,2.2,2.1,2.0,4.3,2.1,2.2,2.8,2.4,3.0
50.1,3.4,2.9,3.6,1.1,5.4,3.7,2.2,2.7,3.3,1.6,3.6,1.3,2.6,2.0,2.3,4.2,1.7,2.5
49.9,3.3,2.0,2.5,2.5,3.6,4.8,1.6,3.3,3.3,1.6,1.4,2.5,1.7,3.8,3.4,3.0,3.5,2.2
48.5,2.9,3.3,4.4,2.1,4.2,3.3,1.4,2.2,2.0,2.7,3.6,1.9,1.6,3.0,2.2,3.2,1.9,2.6
47.0,2.9,2.5,3.3,2.4,4.1,2.4,1.2,1.9,1.6,1.5,2.5,1.4,6.8,1.8,2.4,2.8,2.3,3.2
46.4,2.5,0.9,3.0,2.8,3.4,3.6,3.9,2.0,4.7,1.5,4.0,2.8,2.2,1.5,2.3,3.2,1.2,0.9
45.4,3.6,1.1,3.9,1.8,2.3,3.5,2.0,1.7,3.0,2.0,2.6,3.5,3.0,2.2,2.8,2.6,2.1,1.8
45.4,1.6,1.5,1.0,3.3,2.2,6.2,2.0,1.9,1.6,1.0,1.8,6.0,6.0,1.1,2.3,2.2,2.5,1.2
44.1,3.3,2.8,3.6,1.6,3.9,2.9,1.6,1.8,1.9,1.7,1.6,1.4,1.5,3.5,2.4,3.0,2.7,2.9
43.6,2.6,2.6,3.8,1.6,4.4,2.3,1.2,1.6,1.5,1.1,2.4,2.2,2.2,2.1,2.5,2.8,2.8,4.0
41.2,3.0,3.0,4.4,2.2,2.9,3.2,1.1,1.7,1.0,1.4,2.4,2.1,1.8,1.9,2.7,3.2,1.8,1.5
40.2,2.3,2.0,1.3,2.4,2.6,3.9,2.0,2.2,1.2,1.6,1.4,2.4,2.4,2.5,2.8,2.8,3.1,1.3
37.2,2.0,1.7,3.5,2.4,4.0,3.8,1.1,1.9,1.2,1.1,1.1,1.1,1.2,1.8,1.9,2.6,2.6,2.3
36.6,1.7,2.1,2.8,1.5,2.0,2.3,2.5,1.9,1.0,2.3,3.4,2.6,1.6,2.8,2.9,0.0,2.0,1.3
34.6,2.9,2.1,3.3,2.1,1.7,2.5,1.2,1.6,1.3,1.5,1.0,2.6,1.6,1.5,1.9,2.6,2.2,1.0
33.5,2.1,1.9,3.5,2.1,2.8,2.4,1.0,1.6,2.0,1.4,1.0,1.4,1.3,1.0,2.3,2.8,1.8,1.1
32.5,2.8,2.9,1.3,2.0,2.2,1.9,0.9,1.5,1.6,2.3,1.8,1.6,1.2,1.3,2.1,2.8,1.3,1.0
30.9,2.0,2.0,1.3,1.5,2.1,2.9,1.0,1.4,1.9,1.2,1.2,1.9,1.3,1.1,1.9,2.8,1.6,1.8
29.1,2.0,2.1,1.7,2.5,1.3,2.8,1.0,1.5,1.1,1.0,1.2,1.5,1.1,1.1,2.1,2.8,1.3,1.0
