Total,Demographic Pressures,Refugees and IDPs,Group Grievance,Human Flight,Uneven Development,Poverty and Economic Decline,Legitimacy of the State,Public Services,Human Rights,Security Apparatus,Factionalized Elites,External Intervention,Air Quality Index,Happiness Index,Global Warming Index,Global Peace Index,Technology Usage Index,Global Slavery Index
143.6,8.8,8.9,8.0,5.9,7.9,8.8,8.3,8.5,8.1,7.4,7.9,9.0,9.1,8.8,7.0,5.0,9.1,7.1
143.2,8.9,8.4,8.9,7.7,8.2,7.3,8.6,8.1,7.4,7.6,9.0,8.4,8.8,9.7,6.3,4.6,7.9,7.5
142.0,9.6,8.7,8.1,7.0,7.9,7.4,7.2,8.4,8.6,8.1,8.7,8.2,8.7,8.9,6.3,5.0,8,7.2
141.9,7.9,8.2,8.7,5.7,8.7,7.6,9.4,8.4,8.6,7.5,8.6,6.9,8.9,8.7,6.5,5.0,9.5,7.1
140.9,9.3,6.9,7.7,6.0,7.6,8.6,8.4,9.2,7.9,8.2,8.6,8.4,8.4,8.6,6.5,4.4,9.2,6.9
139.9,8.8,8.7,9.0,7.0,8.4,8.7,9.1,9.0,8.4,9.7,9.8,8.3,3.5,8.8,6.8,5.2,3.6,7.2
138.9,8.8,8.2,7.7,6.9,8.1,7.5,8.0,8.6,7.8,8.3,8.7,7.9,7.9,9.1,6.3,4.2,7.9,7.0
138.7,7.9,5.3,6.6,4.4,8.6,9.3,9.9,9.4,9.6,8.1,7.7,8.7,6.9,8.4,8.2,5.8,6.7,7.2
138.6,8.7,7.5,5.7,7.7,7.8,9.0,9.3,8.5,7.5,9.4,9.2,8.9,6.2,8.8,6.9,4.2,6.3,7.0
138.4,7.9,9.0,9.0,7.6,7.7,7.4,9.6,8.3,8.3,8.9,9.9,10.0,6.7,8.5,6.3,0.0,6.1,7.2
138.1,5.5,9.0,9.2,6.0,7.5,6.3,9.5,7.0,9.4,8.5,8.7,7.9,8.6,8.7,5.8,5.6,8,6.9
137.3,8.4,8.9,6.5,6.7,7.7,8.6,6.9,8.8,6.1,7.0,8.4,9.3,8.7,8.6,6.4,4.2,9.5,6.6
137.1,8.0,6.8,8.9,7.8,8.1,7.4,8.2,7.8,6.8,7.6,8.9,5.9,8.9,8.8,6.1,4.2,9.4,7.5
136.0,7.9,7.7,9.0,5.6,8.4,7.6,8.0,7.4,8.2,7.5,8.2,7.4,8.3,8.4,5.7,4.0,9.5,7.1
135.9,8.6,7.1,6.4,7.1,6.9,8.6,8.4,8.2,8.7,7.8,8.1,8.5,7.0,8.5,7.5,5.4,7.1,5.9
135.8,8.2,7.0,7.5,7.5,8.1,6.5,8.9,8.1,7.8,7.9,9.2,6.5,8.6,8.5,5.9,4.2,8.5,7.0
133.5,7.1,8.7,9.1,7.1,8.1,5.6,8.1,5.8,8.7,8.2,9.2,6.5,9.7,8.2,5.1,4.2,6.5,7.6
132.7,8.3,7.7,6.3,6.5,7.9,7.5,8.6,8.4,7.2,7.0,6.7,7.9,7.8,8.7,7.0,4.2,7.9,7.0
132.5,7.1,6.4,8.8,5.7,7.4,7.1,9.2,5.9,9.0,7.0,8.8,8.0,8.4,8.5,5.1,4.4,8.5,7.2
132.1,8.4,7.7,6.8,6.1,7.0,8.0,8.5,8.4,6.3,8.3,8.3,8.9,7.1,8.7,6.3,3.8,7,6.5
131.0,7.5,5.9,7.3,7.7,7.1,6.9,8.2,8.3,7.7,6.5,8.0,7.7,8.9,7.7,5.9,4.4,8.9,6.5
130.4,8.8,6.2,5.7,7.8,7.7,8.5,8.0,7.9,7.1,5.1,7.6,8.4,8.4,7.1,6.1,3.8,9.6,6.6
130.2,8.9,5.9,5.2,6.0,8.2,7.7,8.0,8.4,7.0,7.1,7.3,7.7,8.9,7.5,6.2,3.8,9.2,7.2
129.7,8.9,7.8,6.2,7.7,8.2,8.3,7.6,8.7,6.4,5.7,7.9,7.1,6.3,8.3,6.4,3.8,6.6,7.9
129.5,8.6,7.6,8.5,7.0,7.4,6.8,6.8,7.5,8.0,5.5,7.9,7.7,7.8,7.8,5.9,4.6,8,6.1
128.0,7.0,5.7,7.7,6.0,7.9,7.1,8.7,5.7,9.1,8.2,8.7,5.7,8.6,7.4,5.5,4.4,8.6,6.0
127.1,8.0,6.5,7.5,5.4,6.3,7.6,7.6,7.9,7.3,7.7,8.1,7.6,5.3,7.3,6.8,4.6,9.7,5.8
126.9,8.9,6.9,6.5,5.6,9.1,4.8,8.2,8.3,7.6,5.9,7.0,6.4,7.6,7.1,6.4,4.2,7.5,9.0
126.0,6.5,5.3,8.4,6.7,7.3,7.9,8.7,5.4,7.8,7.4,8.3,7.6,7.7,7.6,4.7,4.8,7.2,6.6
125.7,7.3,5.6,6.9,5.7,6.5,7.7,8.8,6.6,8.5,7.1,8.3,6.7,8.9,7.3,5.4,4.2,8.3,5.9
125.5,7.4,4.8,6.9,7.2,8.8,6.6,7.6,8.6,6.1,6.3,7.1,6.1,7.9,7.2,6.7,4.2,8.2,7.6
125.1,8.1,6.8,5.1,6.9,7.6,7.7,8.2,8.2,7.4,7.3,7.5,6.8,7.3,7.5,6.4,3.8,6.7,5.9
125.0,5.8,7.6,8.6,6.4,6.7,6.4,8.8,5.3,8.9,8.3,9.3,7.4,3.7,7.9,4.8,4.6,8,6.4
124.9,9.1,7.3,6.3,7.1,7.7,8.1,8.0,7.7,6.4,5.3,6.0,7.0,6.1,7.1,5.8,3.6,9.3,7.1
124.5,5.8,5.1,7.0,3.9,7.0,5.5,8.1,7.6,9.0,9.0,8.0,9.0,7.5,6.5,5.6,5.6,7.5,6.9
123.5,6.2,8.2,8.4,6.3,6.5,5.5,7.5,5.5,6.5,8.4,9.1,7.7,7.4,7.0,4.8,5.0,7.5,6.0
123.1,8.3,6.9,6.5,4.9,7.1,6.6,7.5,7.2,6.8,6.5,7.5,8.0,7.3,7.1,6.3,3.8,7.9,6.9
122.9,7.8,5.5,6.3,7.1,5.8,6.7,8.3,7.4,8.2,6.9,8.6,6.9,8.0,6.8,5.8,3.4,8.4,5.0
122.5,6.7,6.6,7.6,6.5,7.8,6.6,6.3,6.6,7.3,5.9,7.5,7.0,8.7,7.7,5.4,3.0,8.8,6.5
122.1,6.4,8.4,7.2,7.6,8.4,4.0,7.4,5.9,7.0,7.0,7.7,7.4,6.1,7.7,4.6,5.2,6.6,7.5
121.9,8.0,4.4,5.2,5.2,7.6,7.9,7.3,8.3,6.0,6.9,7.8,8.0,6.4,7.5,6.4,4.2,8.9,6.0
121.5,8.2,3.0,6.6,6.9,8.8,4.8,9.4,7.8,9.1,7.8,8.2,5.7,5.1,7.2,6.1,4.0,5.3,7.5
121.0,7.5,4.3,7.4,6.1,8.8,6.5,7.1,6.8,6.5,6.5,8.0,6.6,7.5,6.8,5.5,4.0,7.1,8.0
120.6,7.3,6.2,7.6,6.5,6.8,5.3,7.9,6.3,7.0,8.4,8.0,5.8,7.0,6.9,5.2,4.8,7.4,6.1
120.0,7.8,6.1,3.7,6.8,6.5,7.4,7.8,7.2,7.5,5.8,6.8,7.2,8.1,6.9,6.4,4.0,8.1,5.9
119.8,6.5,4.3,6.2,7.5,8.2,6.9,7.4,7.0,5.7,5.9,6.8,7.0,8.6,6.6,5.5,4.0,8.5,7.0
119.6,5.6,7.6,7.2,5.1,6.6,5.2,8.0,5.4,7.3,6.7,7.8,7.2,8.6,6.7,4.9,4.8,8.7,6.1
118.6,8.0,6.8,3.6,6.3,6.9,7.6,6.4,8.3,5.4,6.0,6.4,7.0,8.3,6.5,6.3,4.4,8.5,6.0
118.2,7.3,5.5,7.9,5.9,8.4,5.5,5.5,6.9,5.8,7.5,6.8,5.0,7.4,6.9,5.5,5.0,8.2,7.2
118.0,7.0,5.9,7.1,6.8,7.6,6.1,6.8,6.7,6.7,7.3,6.0,5.4,7.7,6.3,5.5,4.6,7.4,7.1
117.6,7.4,6.3,7.1,6.6,7.2,6.0,6.7,6.2,6.8,7.1,7.0,6.2,7.6,6.5,5.1,3.8,7.1,6.9
116.8,8.9,4.3,4.9,7.5,7.7,7.9,7.3,8.3,6.7,6.8,5.6,6.5,5.4,6.8,6.2,3.6,5.4,7.0
116.6,6.5,7.3,9.5,3.5,7.8,4.0,7.0,6.2,7.9,6.8,8.1,7.6,8.9,6.6,3.5,5.6,2.8,7.0
116.4,7.3,3.6,5.6,6.9,8.1,7.2,7.0,6.7,6.2,7.0,6.3,6.6,4.4,7.1,5.7,4.6,8.3,7.8
116.4,8.2,7.1,5.8,6.1,5.9,6.9,6.5,8.5,6.5,5.8,5.7,7.4,6.9,6.5,5.9,3.8,8,4.9
116.0,7.8,6.7,6.0,6.3,6.9,6.9,6.0,7.5,6.5,6.3,6.3,6.0,7.5,6.1,6.1,4.0,7,6.0
115.1,5.6,6.0,6.9,7.1,7.7,5.9,7.5,7.2,5.2,6.5,8.2,6.3,4.2,6.8,5.3,4.0,7.7,7.0
114.2,8.2,6.7,7.8,4.0,6.9,4.0,6.5,4.7,7.2,7.3,8.8,4.9,9.4,7.0,4.3,4.6,6,5.9
114.1,5.1,3.3,7.6,7.3,7.7,7.0,8.8,5.2,7.0,7.0,7.9,6.6,7.6,6.4,5.1,0.0,7.5,7.0
114.1,5.5,7.2,8.3,5.2,6.6,6.3,8.5,5.7,6.7,7.6,9.1,8.2,1.2,6.6,4.3,5.0,5.7,6.5
113.8,6.1,6.5,8.1,5.4,6.5,5.5,7.2,5.9,7.4,7.1,6.8,5.5,6.3,7.2,5.4,4.6,6.2,6.0
113.5,8.7,4.6,4.7,6.5,6.4,8.6,6.3,8.0,5.7,5.5,7.0,6.9,6.1,6.2,6.1,3.8,6.5,5.8
113.3,4.7,6.5,8.0,5.8,6.5,5.5,7.0,4.7,6.1,6.7,8.7,7.7,6.4,6.2,4.7,3.8,8.8,5.5
113.3,8.9,4.6,3.6,5.8,7.0,8.3,8.6,7.7,8.3,6.3,7.0,7.4,3.2,7.3,6.1,4.0,3.2,6.0
113.0,8.8,5.5,6.0,7.3,6.4,7.5,5.3,8.0,4.6,7.1,4.5,7.0,2.1,6.8,6.5,4.2,9.7,5.8
113.0,7.9,5.9,7.9,5.3,8.3,3.9,7.9,6.3,8.6,6.0,6.9,3.5,8.9,7.0,4.2,4.2,2.5,7.9
112.8,5.8,4.7,6.3,7.2,6.2,6.2,7.4,6.0,6.2,7.5,8.0,7.2,6.2,6.6,4.7,3.8,6.9,5.9
112.8,7.3,4.2,5.3,6.9,6.1,7.9,7.7,7.9,6.3,7.5,7.5,8.4,5.5,6.6,6.4,0.0,5.5,5.8
112.5,6.0,6.5,8.6,4.2,7.1,5.6,6.2,6.0,5.3,7.7,7.5,5.9,9.4,7.2,4.0,4.6,4.9,5.8
111.9,7.6,4.8,6.8,5.4,8.3,7.9,7.6,7.8,6.2,6.7,8.0,8.5,2.9,6.9,6.4,0.0,2.9,7.2
111.9,6.2,3.9,6.4,4.8,6.8,5.7,9.0,6.4,8.4,7.2,7.7,4.9,6.2,6.1,6.0,4.4,6.4,5.4
109.3,7.1,5.3,5.6,6.8,8.5,6.4,4.4,6.6,5.2,5.2,3.5,6.3,8.6,5.0,5.5,3.6,8.6,7.0
109.2,6.0,3.3,6.5,4.2,6.0,6.5,9.0,5.5,8.3,6.0,8.0,7.3,6.7,6.3,3.6,4.4,6.7,4.9
109.1,7.7,5.2,6.0,7.2,7.3,6.0,6.2,6.6,6.4,6.7,4.3,4.8,5.0,6.2,5.2,4.4,8.2,5.7
109.1,6.0,2.2,6.2,5.2,8.3,5.6,7.6,5.8,6.1,6.1,7.7,4.2,8.4,5.5,5.0,4.0,8.4,6.9
108.5,6.1,3.5,6.2,8.6,7.1,6.1,6.5,5.7,4.7,6.1,5.1,5.7,7.8,5.2,5.7,3.8,8.8,5.8
108.4,5.7,4.5,6.7,6.1,7.2,5.9,7.9,6.3,7.7,6.7,7.3,5.2,4.2,6.5,5.2,4.6,4,6.6
107.8,6.0,4.2,5.8,6.2,7.5,5.7,6.6,6.1,6.2,7.7,5.2,6.4,6.4,5.8,4.5,4.8,7.2,5.5
107.8,6.5,5.9,3.3,5.8,7.6,5.7,7.8,6.9,6.8,5.7,7.1,5.5,5.8,6.3,5.5,4.0,5.8,5.8
107.7,5.2,4.0,5.6,5.2,6.3,5.5,7.8,5.0,8.3,7.5,7.8,6.0,5.8,6.0,4.6,4.0,7.6,5.5
107.5,6.0,5.0,7.9,5.4,7.3,4.0,7.9,5.0,8.1,8.2,8.0,4.3,3.8,6.6,3.6,5.8,4.5,6.1
107.5,6.1,6.2,6.8,6.7,7.2,5.6,6.6,6.2,6.4,6.6,6.6,5.2,2.5,6.5,5.1,3.8,7.5,6.0
107.4,6.1,4.4,6.0,6.0,5.9,6.1,7.5,6.1,7.4,5.7,6.9,5.9,7.5,5.0,5.2,3.2,7.6,4.9
107.4,7.0,4.0,4.2,8.4,6.6,6.6,6.6,6.6,5.4,5.7,5.7,7.9,8.2,6.5,5.1,0.0,8,4.9
106.4,6.8,4.0,4.8,7.6,6.1,7.4,6.7,6.7,4.6,5.8,6.3,7.0,7.9,5.5,6.2,0.0,8.3,4.6
106.1,6.1,4.4,7.1,6.4,8.0,4.6,7.1,6.6,4.9,6.9,6.6,4.8,4.2,5.9,4.7,4.0,8.2,5.6
106.0,5.8,5.5,7.7,2.9,6.7,3.4,7.6,4.3,8.6,7.2,7.9,5.9,8.2,6.2,4.2,4.4,3.8,5.8
105.1,6.0,5.0,4.8,6.6,5.9,5.5,6.4,5.0,7.4,6.6,6.9,7.0,6.2,6.3,5.2,4.0,6.2,4.1
104.9,6.5,7.3,7.0,4.4,6.8,6.4,6.3,4.6,7.1,5.7,6.3,6.5,5.4,6.1,4.9,3.8,5.8,4.1
104.0,5.2,6.8,5.7,6.3,5.9,5.6,6.8,4.7,6.8,5.2,7.0,6.1,6.9,6.4,4.2,4.4,5.4,4.5
103.8,5.0,6.3,7.9,4.7,6.2,6.2,6.6,4.6,5.8,6.4,8.0,7.3,3.4,6.2,4.3,3.8,7.1,4.0
103.4,6.8,3.4,4.2,8.1,7.5,7.0,6.3,6.6,2.8,5.4,5.6,8.2,7.0,6.7,4.6,0.0,7.3,5.9
103.0,6.5,5.2,5.8,7.6,7.2,5.8,5.7,6.5,6.0,5.5,6.5,5.9,3.6,5.9,5.1,4.2,3.5,6.6
102.6,8.1,6.4,5.6,4.0,8.2,5.6,5.2,5.8,4.5,4.8,5.9,2.8,9.3,4.9,4.6,4.6,6.3,6.1
102.2,6.7,5.2,5.2,7.6,6.2,6.0,4.8,7.6,4.5,3.3,4.7,5.7,7.8,5.4,5.2,3.6,7.8,4.9
101.7,6.7,2.6,4.8,8.6,6.3,5.4,6.0,4.8,4.4,5.5,5.1,8.3,8.9,5.7,5.2,0.0,8.6,4.8
99.7,5.8,3.2,6.1,7.3,7.5,6.6,6.4,5.0,5.3,5.8,5.8,6.4,6.3,5.3,5.1,0.0,6.3,5.5
99.4,5.9,3.1,4.0,7.0,6.2,6.6,6.4,5.6,5.2,6.2,3.7,6.0,6.8,5.2,5.0,4.4,7.7,4.5
98.9,7.0,3.9,6.2,4.2,8.4,3.6,5.6,5.5,5.0,6.2,4.9,3.6,7.6,4.8,4.6,4.0,7,6.8
98.2,6.8,5.1,4.4,7.0,6.9,5.4,6.0,5.9,3.9,5.5,4.3,6.0,7.5,5.3,5.3,0.0,7.4,5.5
96.8,5.0,2.9,6.2,6.0,5.6,5.7,7.7,3.9,5.4,4.3,8.0,6.5,5.4,5.2,4.4,4.0,6.2,4.4
96.7,5.6,3.5,6.5,3.5,5.6,6.5,7.5,5.4,7.1,6.3,7.7,5.6,3.2,6.6,3.8,4.4,4.3,3.5
96.6,5.7,5.6,4.9,6.5,4.7,6.4,7.9,6.6,7.5,5.7,7.6,6.1,3.0,6.1,5.1,0.0,3.4,3.9
96.0,5.5,2.9,3.9,8.2,6.2,6.0,6.2,3.9,4.0,5.3,5.6,7.4,8.6,4.8,4.4,0.0,8.6,4.6
95.5,4.2,4.9,7.6,6.4,6.5,5.9,6.4,4.2,4.6,5.7,6.7,5.9,4.2,5.9,4.2,3.8,4.2,4.1
95.5,4.8,3.6,6.2,4.3,7.8,3.1,7.4,2.9,6.6,5.6,7.4,4.4,7.9,4.7,4.2,0.0,8,6.6
94.5,5.5,2.9,4.4,7.7,6.6,4.7,5.9,5.1,5.5,6.0,5.6,4.5,3.9,5.1,4.5,4.2,6.6,5.8
93.1,5.7,4.5,6.4,4.4,6.4,4.6,6.5,4.8,7.4,6.3,6.8,4.7,1.9,6.4,3.8,3.2,3.8,5.5
92.1,4.1,4.7,7.3,5.0,7.0,5.4,5.2,3.1,3.3,5.0,7.9,8.8,2.5,5.1,3.4,4.0,4.4,5.9
91.9,8.6,6.1,4.8,5.3,7.7,6.5,4.7,5.9,4.7,3.8,3.3,5.1,3.3,5.4,5.0,3.2,3,5.5
91.6,5.0,2.8,5.1,6.8,5.1,5.6,7.3,4.9,5.5,5.4,6.6,6.0,4.5,4.8,4.5,3.8,4,3.9
90.8,4.6,2.6,7.3,2.8,5.7,3.1,7.5,2.7,7.0,6.0,7.0,5.9,7.3,4.4,4.6,4.4,3.4,4.5
89.7,5.8,1.9,3.7,2.2,6.0,5.2,5.6,5.6,5.7,4.7,5.5,6.8,8.1,4.9,4.6,3.8,5.6,4.0
88.3,4.9,3.5,4.6,4.0,5.6,3.7,6.5,2.9,6.5,4.7,7.2,4.7,5.3,5.5,4.6,3.6,6.1,4.4
86.2,4.6,2.9,6.0,5.0,5.6,6.0,6.3,4.4,4.2,4.4,5.2,4.9,3.1,5.2,4.2,3.2,6.4,4.6
85.9,5.8,3.6,4.9,4.8,7.5,4.3,4.6,5.1,4.4,5.4,2.5,3.3,5.1,5.3,4.6,3.8,5.4,5.6
85.9,4.9,2.7,4.1,7.9,5.6,4.8,5.8,4.3,4.8,4.9,3.7,5.5,6.2,5.1,4.6,0.0,6.6,4.5
84.3,5.5,3.6,4.8,5.2,6.9,4.9,6.3,3.8,5.5,6.1,5.7,6.8,1.8,5.0,4.5,0.0,2.4,5.5
84.1,4.0,3.3,4.9,5.2,5.4,5.0,5.1,4.3,4.0,4.6,5.3,5.2,5.5,4.6,3.8,3.4,6.6,3.9
83.7,4.6,4.0,4.4,3.8,6.4,4.6,3.2,4.5,2.7,2.8,3.5,5.2,7.5,4.6,4.4,3.4,8.6,5.5
80.6,4.2,4.2,6.5,2.7,3.8,4.9,4.5,3.9,4.7,4.9,6.2,5.0,4.3,5.6,4.1,4.0,4.2,2.9
79.4,4.0,5.2,5.6,4.7,4.7,5.4,4.2,3.2,4.6,4.7,4.7,5.3,2.2,4.8,3.9,3.2,5.2,3.8
78.2,4.4,2.3,4.7,3.3,6.3,4.1,4.3,3.8,3.8,3.0,3.0,3.5,7.5,4.0,4.6,3.6,7.5,4.5
77.2,3.8,2.3,4.8,4.7,4.6,5.9,5.4,4.2,3.3,4.0,2.5,4.8,5.4,4.4,3.8,4.0,6.6,2.6
76.5,6.1,2.5,4.4,5.9,5.9,4.5,4.9,4.4,3.1,4.3,4.5,4.6,3.9,5.0,4.5,0.0,4.2,3.8
76.4,3.9,3.6,5.2,4.5,5.4,5.3,4.8,3.7,3.5,3.6,4.3,4.1,5.3,4.8,3.6,3.6,3.7,3.5
75.9,4.1,2.8,4.3,2.7,5.1,3.9,6.4,3.1,5.9,3.2,3.6,3.8,8.7,4.1,4.0,3.6,3,3.6
74.6,5.1,1.8,2.7,1.5,3.3,4.3,6.2,4.7,7.2,5.6,6.6,2.7,2.4,4.5,4.3,3.8,5.4,2.5
71.9,3.3,3.6,5.0,2.9,3.8,4.6,5.0,2.7,3.2,4.9,4.8,2.0,8.2,3.7,3.4,3.4,4.9,2.5
71.5,4.2,2.4,4.9,2.8,4.8,3.2,5.9,2.3,5.3,2.8,5.0,4.3,6.2,3.9,4.2,2.8,3.1,3.3
70.7,2.8,2.8,3.8,4.2,5.2,5.9,5.8,3.4,3.2,2.6,4.7,4.0,3.5,4.0,3.6,3.0,5.1,3.2
70.7,4.1,2.6,4.4,6.5,6.0,5.3,3.6,3.0,2.8,4.2,4.2,5.3,3.7,4.9,3.9,0.0,3.1,3.1
70.4,3.0,2.5,3.4,4.2,2.6,2.3,3.2,2.2,2.8,2.0,3.6,5.7,9.5,2.6,6.4,3.4,9.5,1.4
69.1,3.8,3.0,3.8,5.3,4.4,4.0,3.7,3.1,3.2,2.8,3.6,3.6,7.9,3.5,3.0,3.0,4.5,2.9
67.4,3.8,3.6,5.7,4.2,4.6,3.8,3.8,3.0,2.7,3.2,5.5,3.6,2.4,4.2,3.2,3.4,3.2,3.5
67.3,4.6,2.7,3.8,3.1,5.5,4.6,3.7,4.5,3.2,2.8,1.4,3.5,4.7,3.8,3.4,3.2,4.2,4.5
67.2,3.6,1.9,3.5,3.3,5.1,4.2,4.4,3.9,3.8,3.6,3.2,4.3,2.4,4.1,4.0,3.0,5.2,3.8
66.1,3.8,2.9,4.0,4.4,5.4,5.0,3.5,3.1,2.9,2.8,2.8,3.5,4.2,3.6,3.4,3.4,3.4,3.9
65.3,4.1,1.8,2.7,5.0,4.6,3.8,2.2,3.4,2.6,4.0,2.7,3.7,6.8,3.1,3.9,3.2,4.6,3.2
64.6,3.1,5.1,4.0,4.4,3.8,3.8,4.0,2.6,3.2,3.7,2.0,4.1,1.5,3.3,3.8,0.0,9.3,2.9
63.8,3.5,2.0,5.3,4.8,4.9,5.1,4.2,3.8,3.3,2.6,3.7,4.2,1.4,3.8,3.6,3.2,1.3,3.1
62.3,2.8,2.5,3.5,3.7,3.5,4.3,3.5,3.6,2.7,2.1,3.8,3.5,3.6,2.8,3.0,2.8,7.7,2.9
62.0,3.1,2.6,5.7,2.3,4.4,5.0,2.6,2.9,2.5,4.4,5.6,1.7,3.2,3.2,3.3,3.0,4,2.5
58.6,8.3,4.0,3.8,2.1,2.0,4.0,2.5,5.0,3.2,2.0,2.6,4.0,3.0,3.5,2.7,2.6,2.1,1.2
53.9,3.0,2.5,5.6,1.8,4.6,3.9,1.9,1.8,2.7,2.2,1.9,1.7,5.3,2.8,2.6,3.4,3.1,3.1
52.8,2.8,1.5,3.3,3.5,4.4,3.5,2.7,2.4,2.8,2.8,1.6,2.6,3.0,3.4,2.8,2.6,4,3.0
52.3,3.3,2.6,3.9,1.3,5.1,3.4,2.6,2.7,3.5,1.9,3.6,1.0,2.6,3.2,2.3,4.2,1.7,3.5
51.1,3.1,1.8,2.3,2.9,3.7,5.3,2.0,3.8,3.0,1.9,1.4,3.0,1.6,3.5,3.3,3.0,3.5,2.0
50.9,2.6,1.9,4.1,1.9,4.1,3.6,2.4,2.5,1.8,2.3,4.0,2.3,3.2,2.6,3.0,2.8,3,2.8
49.9,2.6,0.9,3.0,3.1,3.7,3.3,3.5,2.2,5.0,1.8,4.0,2.5,2.2,3.1,2.3,3.0,1.2,2.5
48.9,2.8,3.0,4.7,2.4,3.9,3.7,1.9,2.6,2.1,3.0,3.6,1.6,1.5,2.9,2.1,3.2,1.9,2.0
48.2,2.5,3.9,4.4,2.5,4.1,2.6,1.7,1.8,2.0,2.5,2.1,1.7,4.3,2.0,2.2,2.8,2.7,2.5
45.3,1.9,1.3,1.0,3.1,1.9,5.7,1.7,1.9,1.6,1.3,1.8,5.7,6.0,1.8,2.4,2.2,2.7,1.1
42.8,2.7,2.2,3.0,2.4,3.8,2.1,1.0,2.2,1.9,1.8,2.5,1.1,6.4,1.3,2.4,2.6,2.1,1.2
42.2,4.4,3.0,3.9,1.4,3.6,2.6,1.3,2.1,2.2,2.0,1.6,1.1,1.5,1.9,2.4,3.0,2.8,1.4
40.4,2.6,2.3,4.0,1.9,4.1,2.0,1.3,1.8,1.8,1.4,2.4,1.9,2.2,2.0,2.4,2.6,2.7,1.0
40.3,2.5,1.7,1.6,3.0,2.7,3.8,2.2,2.2,1.3,1.7,1.4,2.4,2.4,1.8,2.8,2.6,3.1,1.1
39.7,2.9,2.7,4.1,2.5,2.6,3.3,1.0,1.8,1.3,1.7,2.4,1.8,1.8,1.1,2.7,3.2,1.8,1.0
36.5,2.4,1.4,3.8,2.7,3.7,3.9,0.8,2.1,1.5,1.4,1.1,0.8,1.2,1.7,1.9,2.4,2.5,1.2
34.3,2.4,1.8,3.2,2.2,2.6,2.2,0.9,1.7,2.0,1.7,1.0,1.7,1.5,1.6,2.3,2.6,1.8,1.2
34.2,2.0,2.1,2.8,1.8,1.8,1.8,2.2,1.6,1.3,2.3,3.4,2.3,1.6,1.1,2.8,0.0,2.2,1.0
33.9,2.3,1.8,3.6,1.5,1.8,2.4,0.8,1.7,2.2,3.0,1.2,1.6,1.3,1.0,1.9,3.0,1.8,1.0
33.6,2.8,1.9,3.0,2.2,1.8,2.2,0.8,1.7,1.5,1.8,1.0,2.3,1.7,1.2,2.0,2.4,2.3,1.0
31.4,2.6,2.6,1.0,1.8,1.9,1.6,0.8,1.8,1.6,2.5,1.8,1.3,1.2,1.5,2.1,2.8,1.5,1.0
29.4,2.2,1.9,1.4,2.6,1.3,2.9,0.8,1.8,1.4,1.3,1.2,1.2,1.2,1.3,2.1,2.6,1.2,1.0
