Total,Demographic Pressures,Refugees and IDPs,Group Grievance,Human Flight,Uneven Development,Poverty and Economic Decline,Legitimacy of the State,Public Services,Human Rights,Security Apparatus,Factionalized Elites,External Intervention,Air Quality Index,Happiness Index,Global Warming Index,Global Peace Index,Technology Usage Index,Global Slavery Index
118.3,7.2,6.0,7.6,6.8,7.9,6.1,6.5,7.1,6.7,6.7,6.0,5.7,7.4,7.2,5.4,4.4,7.6,6.0
118.2,8.2,6.3,3.6,6.5,7.2,6.9,6.1,8.7,5.1,5.9,6.1,7.6,8.6,6.7,6.2,4.2,8.3,6.0
116.4,5.9,5.1,6.2,7.8,7.6,6.5,7.6,6.9,5.1,5.3,6.8,7.6,8.6,5.8,5.4,3.8,8.5,5.9
116.0,5.4,7.6,6.7,4.7,6.2,4.4,8.3,5.3,7.7,7.0,7.9,6.6,8.7,5.9,4.8,4.8,8.6,5.4
116.0,7.3,4.8,5.3,7.5,6.7,8.3,7.1,8.2,6.9,7.5,7.5,8.0,5.5,7.9,6.2,0.0,5.5,5.8
115.6,8.7,5.2,3.6,6.6,7.8,8.9,8.8,7.7,8.0,5.7,7.0,7.8,3.2,6.8,6.1,4.2,3.5,6.0
115.5,7.7,5.1,7.8,5.2,7.8,5.7,5.3,7.0,5.6,7.9,6.8,5.0,7.2,6.0,5.5,5.2,8.6,6.1
115.0,6.6,4.3,6.8,6.1,8.6,5.9,6.9,7.0,6.0,6.4,8.0,6.3,7.3,5.6,5.5,4.0,7.3,6.4
114.4,7.6,6.5,8.0,3.8,6.1,3.6,7.1,4.9,7.4,7.9,9.5,4.6,9.3,6.7,4.2,4.8,6.5,5.9
113.4,6.7,4.2,6.1,6.3,7.8,6.6,7.0,6.7,6.0,6.4,7.0,7.1,4.5,6.1,5.7,4.6,8.5,6.1
112.8,7.4,5.9,7.6,6.0,6.6,5.5,6.5,6.0,6.2,6.5,7.0,5.6,7.7,7.2,5.0,3.8,6.5,5.8
112.5,8.0,5.2,4.7,7.1,7.0,8.2,5.7,8.2,5.1,4.9,7.0,7.5,6.5,6.4,6.1,3.6,6.5,4.8
112.1,5.7,6.7,7.9,5.0,5.9,6.1,7.5,6.1,7.4,7.5,7.3,5.7,6.3,6.2,5.4,4.4,6.1,4.9
112.1,6.0,4.2,6.9,5.1,6.7,5.3,9.6,6.4,8.5,6.8,7.8,4.9,6.2,5.3,6.0,4.2,6.4,5.8
111.8,6.3,7.1,9.7,3.5,7.2,4.0,6.6,5.6,7.1,6.8,8.1,7.5,8.7,6.0,3.5,5.4,2.8,5.9
111.8,8.2,5.2,6.8,6.0,8.6,7.5,7.0,7.9,6.0,6.7,8.0,8.5,2.9,6.4,6.3,0.0,2.9,6.9
111.8,4.9,7.2,8.0,5.5,6.2,6.3,8.7,5.1,6.1,7.6,9.5,7.6,1.2,7.8,4.1,4.4,5.8,5.8
111.4,5.9,5.7,7.5,6.5,7.1,5.6,6.9,6.6,5.0,6.4,8.2,5.9,4.2,6.2,5.2,4.0,7.7,6.8
110.7,7.1,5.8,5.6,6.8,8.4,6.8,4.1,7.0,4.6,4.6,3.5,7.2,9.1,5.5,5.5,3.6,8.3,7.2
110.6,4.7,4.4,7.8,5.3,5.7,6.3,8.0,5.2,8.1,7.3,8.1,6.6,6.4,6.1,4.7,4.0,7.3,4.6
110.3,7.7,5.9,8.6,4.8,7.7,3.9,7.9,6.5,9.1,6.2,7.2,3.5,9.2,5.5,4.0,4.4,2.1,6.1
110.3,5.0,3.7,7.3,7.3,7.1,7.0,7.8,4.8,7.2,7.0,7.9,6.9,7.6,5.2,5.1,0.0,7.4,6.0
109.8,4.1,6.8,7.4,5.8,5.9,5.5,6.8,4.4,6.1,6.5,8.7,7.9,6.1,6.2,4.6,3.8,8.8,4.4
109.7,6.7,8.3,7.4,3.9,6.2,6.6,6.4,5.0,7.3,5.5,6.9,6.5,5.4,7.1,4.8,3.8,6,5.9
109.2,5.8,2.7,6.2,4.9,8.7,5.4,7.4,6.4,6.0,6.2,7.8,4.1,8.4,5.4,4.9,4.0,8.3,6.6
108.8,6.9,4.6,4.8,8.2,6.6,8.1,6.6,6.2,4.1,5.8,6.3,7.6,8.0,5.0,6.1,0.0,8.3,5.6
107.5,5.9,4.1,6.2,8.8,6.5,6.7,5.6,6.3,4.1,5.5,5.1,6.2,8.0,5.1,5.6,4.0,8.8,5.0
107.0,6.2,5.0,6.0,5.5,5.8,5.7,8.0,5.5,7.6,5.1,6.9,5.4,7.5,6.1,5.0,3.6,7.6,4.5
106.8,7.1,5.6,6.0,6.6,6.9,6.2,5.6,6.4,5.8,6.1,4.3,5.4,5.5,5.4,5.2,4.6,8,6.1
106.8,5.6,4.7,6.2,6.6,5.6,6.6,6.6,5.4,5.7,6.9,7.8,7.4,6.8,5.2,4.6,4.0,7,4.1
106.5,5.5,3.6,7.1,3.7,5.5,6.0,8.8,5.0,8.1,6.1,8.3,7.3,6.8,5.6,3.5,4.2,6.7,4.7
106.4,6.8,4.4,4.2,8.6,7.2,6.2,6.0,6.8,4.8,5.7,5.5,7.9,8.0,4.9,5.1,0.0,8.4,5.9
106.3,5.8,5.0,7.3,6.4,7.5,4.2,7.4,6.7,4.8,6.7,6.7,4.4,4.0,5.2,4.7,4.6,8.5,6.4
106.3,5.4,7.1,9.0,3.7,6.5,5.3,6.0,5.2,5.9,7.4,7.3,5.3,8.9,5.0,4.0,4.8,4,5.5
106.2,5.4,5.1,6.8,5.5,6.9,5.5,7.7,7.5,7.8,6.2,7.7,4.6,4.0,5.9,5.2,4.8,3.9,5.7
105.9,6.9,5.8,4.9,7.3,6.8,6.0,4.8,7.9,4.9,4.1,5.0,6.3,7.8,6.1,5.2,3.8,8,4.3
105.7,7.2,3.5,4.2,8.7,8.3,7.8,6.3,6.0,3.4,5.4,5.6,8.2,7.0,5.4,4.6,0.0,7,7.1
105.5,5.4,5.2,8.5,4.8,6.7,3.6,7.6,5.0,8.7,8.6,8.1,4.3,3.5,6.4,3.3,6.0,4.3,5.5
105.2,6.7,4.3,6.1,5.6,6.9,4.9,5.8,6.3,6.0,7.6,5.1,5.8,6.3,5.7,4.4,5.0,7.5,5.2
105.0,6.9,5.3,3.6,5.5,7.0,5.1,7.7,7.1,6.6,5.1,7.1,5.2,5.8,5.8,5.4,3.8,5.5,6.5
104.2,5.7,5.6,6.8,7.3,6.6,5.6,6.6,5.9,6.5,6.0,6.6,5.2,2.7,5.2,4.9,3.8,7.6,5.6
103.8,6.0,4.9,7.7,3.4,6.1,3.9,8.1,4.0,8.8,6.9,8.0,5.3,7.4,5.6,4.2,4.0,4,5.5
103.6,7.4,6.2,5.8,4.6,7.7,5.8,5.0,6.1,4.3,4.9,5.6,3.2,9.1,6.0,4.7,4.8,6.3,6.1
102.5,5.9,5.0,4.8,6.0,5.9,4.8,6.8,4.9,7.0,6.0,7.2,6.5,6.2,4.8,5.3,4.0,6.5,4.9
102.5,6.5,2.4,4.8,8.9,5.7,6.2,6.0,5.1,4.8,5.5,5.1,8.3,8.6,5.5,5.3,0.0,8.6,5.2
102.0,4.7,6.7,5.7,5.7,5.3,5.8,6.7,4.4,6.8,5.6,7.4,6.5,7.0,5.4,4.2,4.2,5.4,4.5
100.6,6.5,5.6,6.1,7.9,6.6,5.5,5.7,6.5,5.8,4.9,6.5,5.8,3.6,5.3,5.0,4.2,3.2,5.9
99.7,4.2,6.5,8.0,5.0,5.6,6.4,5.8,4.4,5.2,6.2,8.0,6.7,3.0,5.2,4.2,3.6,7.2,4.5
98.5,5.6,3.3,6.1,7.4,6.9,7.1,5.8,5.5,5.2,5.7,5.8,6.2,6.0,4.6,5.1,0.0,6.3,5.9
98.3,6.2,4.6,4.4,6.8,6.5,5.6,6.0,6.1,4.4,5.5,4.3,6.6,7.4,5.2,5.4,0.0,7.8,5.5
98.3,5.5,3.3,4.0,7.5,5.8,6.8,5.6,5.6,5.1,6.0,3.7,6.0,6.8,5.3,4.9,4.4,7.8,4.2
97.9,4.5,3.4,6.4,5.4,5.0,5.5,8.0,3.9,6.1,4.7,8.0,6.3,5.4,5.8,4.2,5.0,6.4,3.9
96.2,5.5,3.5,3.9,8.2,5.6,6.1,6.2,3.9,4.0,5.3,5.6,7.4,8.5,5.4,4.4,0.0,8.6,4.1
95.8,5.7,5.0,4.9,5.9,4.2,6.7,8.4,6.4,7.4,5.8,8.3,6.7,3.0,5.4,5.0,0.0,3.4,3.6
94.0,4.9,2.9,7.6,3.3,5.4,3.5,7.9,2.5,7.8,6.2,7.1,5.6,7.3,5.8,4.5,4.4,3.3,4.0
94.0,6.7,3.6,5.6,3.8,8.0,3.6,5.4,5.6,5.6,5.6,4.9,3.0,7.6,3.0,4.5,4.2,7.2,6.1
93.6,4.5,3.0,6.2,4.9,7.8,3.1,7.1,2.5,7.4,5.6,7.4,4.1,7.9,3.3,4.2,0.0,8.6,6.0
93.4,5.1,3.8,6.5,3.9,5.0,5.9,7.7,4.8,7.2,6.0,7.6,5.0,3.2,5.6,3.7,4.4,4,4.0
92.6,3.8,5.0,7.3,5.8,5.9,5.9,5.8,4.1,4.2,5.7,7.0,5.9,4.2,4.9,4.0,4.2,4.4,4.5
91.2,8.0,5.5,5.1,5.3,7.8,6.4,4.1,6.3,4.6,3.2,3.3,4.9,3.3,5.7,5.0,3.4,3.3,6.0
91.0,4.3,4.2,7.3,4.8,6.7,6.4,5.6,3.3,3.6,4.7,7.9,9.1,2.1,5.4,3.5,3.6,4.4,4.1
90.5,5.2,3.3,4.4,7.8,5.8,4.6,5.3,5.1,4.9,5.4,5.6,3.9,5.3,3.9,4.5,4.2,6.9,4.4
88.9,5.5,4.5,6.2,4.8,5.6,3.9,6.6,4.6,6.9,6.5,7.0,4.1,2.0,4.8,3.7,3.4,4,4.8
88.6,5.8,2.5,4.0,2.8,6.5,4.6,4.8,6.0,5.1,4.3,5.5,6.2,8.0,3.5,4.4,3.6,5.5,5.5
88.0,4.4,3.4,4.7,6.9,4.5,5.5,6.5,4.8,5.5,5.0,6.2,6.2,4.0,5.0,4.4,3.8,4.2,3.0
86.4,5.4,3.7,4.9,3.4,5.0,3.3,7.3,2.8,6.9,4.2,8.0,4.1,5.5,4.0,4.5,3.4,6.1,3.9
86.4,5.6,4.0,5.3,4.2,7.6,3.7,4.6,5.2,4.7,4.8,2.5,3.5,5.7,4.8,4.5,3.8,5.1,6.8
83.8,4.9,3.3,4.1,7.6,5.3,4.5,5.8,4.1,4.7,4.9,3.7,6.1,6.7,3.0,4.8,0.0,6.3,4.0
82.9,5.4,3.4,4.8,5.2,6.3,4.9,6.0,3.5,4.9,6.4,5.7,7.2,2.4,4.8,4.5,0.0,2,5.5
80.7,4.0,3.0,6.6,4.4,5.0,5.7,6.1,4.6,4.2,3.8,5.2,4.3,2.7,4.2,4.1,3.4,6.5,2.9
80.5,4.1,3.4,4.9,4.9,4.8,5.2,4.9,4.1,3.7,4.4,5.3,4.7,5.4,4.0,3.8,3.2,6.5,3.2
79.7,3.5,1.9,5.1,4.1,4.0,6.5,6.4,3.6,3.7,4.2,3.5,5.6,5.4,5.0,3.7,4.2,6.3,3.0
78.7,4.6,4.4,4.4,3.2,5.8,4.6,3.2,4.8,2.3,2.8,3.8,4.6,7.3,3.0,4.3,3.6,8.4,3.6
77.8,3.6,4.8,7.0,3.3,3.2,4.9,4.3,3.9,4.5,4.3,6.3,5.6,4.3,3.6,4.0,3.8,4,2.4
77.2,4.2,2.3,5.3,2.7,5.7,4.3,4.3,4.1,4.4,3.3,2.8,3.9,7.4,3.1,4.6,3.6,7.1,4.1
76.4,5.3,2.3,2.7,2.1,3.9,4.8,6.4,4.1,7.4,5.0,6.6,2.5,2.8,4.6,4.3,3.8,5.9,1.9
74.6,6.5,2.7,4.4,5.3,5.3,4.7,4.6,4.7,3.1,4.3,4.5,4.0,4.0,4.2,4.6,0.0,4.1,3.6
73.8,3.5,5.2,5.6,4.6,4.1,5.0,3.7,3.2,4.4,4.5,4.4,4.7,2.2,3.8,3.8,3.0,5.2,2.9
73.1,4.2,2.5,4.0,2.7,4.5,3.4,6.7,3.2,6.5,3.1,3.6,3.2,8.6,3.5,3.8,3.4,3.2,3.0
71.8,4.6,2.1,4.9,3.4,5.1,2.9,6.2,2.3,5.9,2.8,5.0,3.7,6.3,3.1,4.2,3.0,3.1,3.2
70.2,3.7,3.2,5.8,4.1,4.6,4.3,4.2,3.7,3.3,3.3,4.3,3.5,5.3,3.2,3.4,3.4,3.8,3.1
69.9,4.1,3.0,4.4,5.9,5.4,5.8,3.3,3.0,2.8,4.2,4.2,5.3,3.3,4.7,4.0,0.0,3,3.5
69.7,3.6,3.4,4.6,2.3,3.3,5.1,4.2,2.6,2.8,4.7,4.9,1.9,8.2,3.8,3.4,3.4,5.5,2.0
69.6,2.8,2.8,4.4,3.6,4.6,5.6,6.0,3.2,4.1,2.6,4.9,3.7,3.0,2.8,3.7,3.0,5.4,3.4
69.5,2.9,1.8,3.1,3.6,3.2,2.3,2.8,2.1,2.9,2.4,3.6,5.7,9.5,2.2,6.4,3.6,9.5,1.9
66.7,4.4,2.5,3.5,3.9,4.6,4.4,3.8,4.1,3.7,3.1,3.2,4.9,2.4,2.9,4.0,3.0,5.2,3.1
65.6,3.6,3.1,4.1,4.7,3.8,4.0,3.5,3.1,2.8,2.6,3.8,3.0,7.3,3.7,2.9,3.0,4.5,2.1
64.9,3.6,2.9,4.0,4.0,5.3,4.8,3.5,3.7,2.7,2.7,3.0,3.0,4.2,3.4,3.2,3.6,4,3.3
63.8,4.6,2.6,3.8,2.9,5.4,3.9,3.3,4.2,3.7,2.8,1.7,3.1,4.6,3.4,3.4,3.2,4.2,3.0
63.6,3.1,4.9,4.0,4.3,3.2,3.9,3.8,2.6,3.6,3.7,2.0,3.9,1.4,3.6,3.8,0.0,9.3,2.5
63.4,3.6,3.2,6.2,3.8,4.0,3.8,3.5,3.3,2.5,2.8,5.5,3.0,2.4,3.6,3.1,3.2,3,2.9
62.5,3.0,2.0,6.1,2.7,3.8,5.3,3.4,3.0,2.2,3.6,6.1,1.9,3.4,3.5,3.3,3.0,4,2.2
61.9,3.8,2.2,2.7,4.4,4.5,3.5,1.6,3.7,2.2,3.4,2.7,3.2,7.0,2.3,3.9,3.2,4.5,3.1
60.4,2.4,2.3,3.8,3.1,3.5,4.8,4.2,3.4,2.4,2.3,4.3,2.9,3.5,2.0,2.9,2.8,7.8,2.0
60.3,3.1,2.3,5.6,4.5,4.3,5.4,4.0,3.2,3.0,2.6,3.7,3.6,1.4,2.7,3.5,3.0,1.2,3.2
55.3,3.0,2.5,6.4,2.2,4.0,4.5,2.1,1.8,2.2,2.6,1.9,1.6,5.7,2.6,2.6,3.6,3.1,2.9
52.1,3.3,2.4,4.5,1.2,4.5,3.1,2.4,2.5,3.5,2.7,4.0,1.3,2.6,2.7,2.4,4.2,1.7,3.1
51.3,4.7,3.4,4.1,2.3,2.1,3.6,2.0,2.4,3.3,1.9,2.6,3.9,3.0,2.5,2.7,2.6,2.7,1.5
50.9,2.4,1.6,3.6,2.9,4.2,3.9,2.9,2.3,2.3,2.4,1.6,2.5,3.0,2.8,2.8,2.8,4,2.9
49.9,3.1,1.9,2.3,2.5,3.2,5.2,2.3,3.3,2.6,1.9,1.8,3.0,1.9,2.4,3.3,2.8,3.8,2.6
49.3,2.8,1.6,4.2,1.9,3.5,4.0,2.0,2.4,1.5,2.3,3.9,1.9,3.2,2.7,3.1,2.8,3.1,2.4
49.2,2.8,2.7,5.3,2.1,3.4,4.0,1.7,2.4,2.1,2.8,3.5,1.5,1.9,2.5,2.1,3.6,2,2.8
49.1,2.8,1.4,2.8,3.6,4.0,2.8,3.5,2.1,4.9,2.0,4.0,2.0,2.1,1.2,2.2,3.2,1.5,3.0
48.5,2.9,3.3,4.3,2.4,3.6,2.9,1.5,1.9,1.8,2.4,2.0,1.6,4.6,2.9,2.1,2.8,2.7,2.8
44.7,2.7,2.3,3.4,2.2,3.2,2.1,1.2,2.3,2.1,2.1,2.5,1.3,6.6,1.2,2.4,2.6,2.5,2.0
42.0,1.9,1.6,1.0,3.1,1.9,3.9,1.2,1.9,1.4,1.3,1.8,4.9,6.2,1.4,2.4,2.4,2.6,1.1
42.0,2.7,2.3,4.6,1.8,3.7,2.2,1.6,1.8,2.0,1.4,2.7,1.7,2.5,1.3,2.4,2.4,2.8,2.1
40.9,2.5,1.4,1.6,3.1,2.7,4.2,1.8,2.2,1.2,2.1,1.3,2.0,2.8,1.7,2.7,2.8,3,1.8
40.4,3.3,2.4,4.1,2.4,2.4,3.7,1.0,1.8,1.2,2.1,2.6,1.6,1.3,1.1,2.6,3.0,1.9,1.9
38.9,3.4,2.4,3.9,0.9,3.0,2.4,1.0,2.1,2.3,2.0,1.6,1.3,1.3,1.5,2.3,2.8,2.8,1.9
34.7,2.4,1.8,3.5,2.4,2.4,2.2,0.9,1.7,1.7,1.7,1.0,1.6,1.9,1.8,2.2,2.6,1.8,1.1
34.5,2.4,1.2,3.8,2.2,3.1,3.9,0.5,2.1,1.1,1.4,1.1,1.3,1.5,1.2,1.8,2.4,2.4,1.1
34.3,2.8,1.4,3.4,2.0,1.8,2.2,0.8,1.7,1.6,1.8,1.4,1.9,2.3,1.1,2.0,2.4,2.7,1.0
33.8,2.3,2.2,3.7,1.9,1.7,2.0,0.5,1.7,1.6,2.8,1.1,1.5,1.4,1.7,1.9,2.8,2,1.0
33.5,2.0,1.7,2.8,2.4,1.8,1.8,1.6,1.6,1.3,2.3,3.4,1.9,1.4,1.6,2.7,0.0,2.1,1.1
32.0,2.8,2.6,1.0,1.8,1.8,2.0,0.8,1.8,1.3,2.4,1.8,1.3,1.7,1.5,2.1,2.8,1.5,1.0
28.2,1.8,1.5,1.3,2.2,1.3,3.5,0.8,1.4,1.2,1.3,1.1,1.3,1.4,1.2,2.1,2.6,1.2,1.0
